Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
36442,125718,Female,Loyal Customer,55,Personal Travel,Eco,899,3,4,3,3,1,2,2,3,3,3,3,5,3,3,0,0.0,neutral or dissatisfied
50979,17640,Female,disloyal Customer,29,Business travel,Eco,1008,5,5,5,4,3,5,3,3,4,3,3,3,5,3,0,0.0,satisfied
29077,95847,Male,Loyal Customer,50,Business travel,Business,3829,4,4,4,4,4,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
94921,36678,Male,Loyal Customer,61,Personal Travel,Eco,1197,4,4,4,1,2,4,2,2,4,5,5,2,5,2,0,20.0,neutral or dissatisfied
21702,122828,Female,Loyal Customer,53,Business travel,Business,3372,3,3,3,3,5,5,5,2,2,2,2,3,2,4,0,0.0,satisfied
61263,104476,Female,Loyal Customer,56,Business travel,Eco,1671,4,3,5,3,3,2,3,4,4,4,4,2,4,1,2,0.0,neutral or dissatisfied
57916,61994,Female,Loyal Customer,51,Business travel,Business,2586,2,2,2,2,3,5,5,4,4,4,4,4,4,5,2,0.0,satisfied
36655,174,Female,Loyal Customer,39,Business travel,Business,3822,3,4,3,4,1,3,4,3,3,3,3,4,3,2,6,9.0,neutral or dissatisfied
32570,125887,Female,Loyal Customer,17,Personal Travel,Eco,951,2,3,2,3,4,2,4,4,2,3,3,4,3,4,29,15.0,neutral or dissatisfied
8305,81420,Male,Loyal Customer,26,Business travel,Business,393,1,1,1,1,5,5,5,5,5,4,5,4,5,5,0,0.0,satisfied
15555,64006,Female,Loyal Customer,39,Personal Travel,Eco,612,2,4,2,2,1,2,1,1,4,3,4,2,5,1,6,3.0,neutral or dissatisfied
5158,113725,Female,Loyal Customer,56,Personal Travel,Eco,391,4,5,4,5,2,3,2,4,4,4,5,2,4,5,0,0.0,neutral or dissatisfied
6377,90234,Male,Loyal Customer,50,Personal Travel,Eco Plus,1084,1,4,1,4,3,1,3,3,5,5,4,5,5,3,0,0.0,neutral or dissatisfied
17594,75498,Male,Loyal Customer,59,Business travel,Business,2330,5,5,5,5,2,5,5,2,2,2,2,5,2,3,0,0.0,satisfied
73791,96552,Female,disloyal Customer,38,Business travel,Business,302,5,5,5,5,4,5,4,4,5,3,4,3,4,4,0,0.0,satisfied
1232,70260,Female,Loyal Customer,43,Personal Travel,Eco Plus,1592,3,5,3,2,5,3,5,1,1,3,1,4,1,3,4,34.0,neutral or dissatisfied
93567,114675,Female,disloyal Customer,24,Business travel,Eco,296,2,0,2,2,1,2,3,1,5,4,4,5,4,1,0,0.0,neutral or dissatisfied
33814,66843,Male,Loyal Customer,22,Business travel,Eco,731,5,2,2,2,5,5,3,5,5,4,1,4,4,5,10,0.0,satisfied
90333,118941,Male,Loyal Customer,33,Personal Travel,Eco Plus,1618,2,5,3,2,3,3,3,3,1,1,4,4,4,3,3,0.0,neutral or dissatisfied
58885,80850,Female,disloyal Customer,35,Business travel,Eco,692,3,3,3,2,1,3,1,1,1,5,3,5,1,1,0,0.0,neutral or dissatisfied
49943,122188,Male,Loyal Customer,53,Business travel,Business,2561,2,2,2,2,3,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
62207,79841,Male,Loyal Customer,43,Business travel,Business,1903,3,3,3,3,2,5,4,3,3,3,3,5,3,5,0,21.0,satisfied
59519,102072,Female,Loyal Customer,60,Business travel,Business,2401,5,5,5,5,2,5,4,5,5,4,5,5,5,5,20,6.0,satisfied
62538,77511,Female,Loyal Customer,45,Business travel,Business,1521,4,4,4,4,3,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
61584,21237,Female,Loyal Customer,11,Personal Travel,Eco,192,1,5,0,4,4,0,4,4,3,3,5,4,5,4,8,4.0,neutral or dissatisfied
12508,63879,Female,Loyal Customer,54,Business travel,Business,2741,1,1,1,1,3,5,4,5,5,5,5,5,5,4,0,0.0,satisfied
63318,61382,Male,Loyal Customer,53,Business travel,Business,679,3,2,2,2,5,3,3,3,3,3,3,1,3,2,0,0.0,neutral or dissatisfied
29544,11703,Male,disloyal Customer,47,Business travel,Business,429,4,4,4,2,3,4,3,3,3,2,4,5,4,3,6,12.0,satisfied
11563,105589,Male,Loyal Customer,45,Personal Travel,Eco,577,2,4,2,5,2,2,2,2,5,2,5,3,5,2,0,0.0,neutral or dissatisfied
63578,121565,Female,Loyal Customer,16,Business travel,Business,2548,3,3,3,3,5,4,5,5,4,4,4,4,5,5,11,0.0,satisfied
71473,49160,Female,Loyal Customer,30,Business travel,Business,3302,2,2,2,2,5,5,4,5,1,3,2,5,3,5,25,21.0,satisfied
51723,5049,Male,Loyal Customer,60,Business travel,Business,303,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
66515,72781,Male,disloyal Customer,25,Business travel,Eco,1045,3,3,3,4,1,3,1,1,5,5,5,4,4,1,0,0.0,neutral or dissatisfied
80301,90833,Male,Loyal Customer,52,Business travel,Business,406,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
39185,43114,Male,Loyal Customer,42,Personal Travel,Eco,236,3,1,3,3,5,3,5,5,4,1,2,3,2,5,78,69.0,neutral or dissatisfied
60643,122474,Male,Loyal Customer,35,Business travel,Business,3023,1,2,2,2,3,2,3,1,1,1,1,3,1,1,0,0.0,neutral or dissatisfied
82019,30683,Female,Loyal Customer,32,Business travel,Business,3665,5,5,5,5,4,4,4,4,2,2,3,3,4,4,1,8.0,satisfied
15001,51519,Male,Loyal Customer,48,Business travel,Eco,598,5,2,2,2,5,5,5,5,5,2,1,5,1,5,9,4.0,satisfied
79746,31946,Male,disloyal Customer,57,Business travel,Business,101,2,2,2,3,3,2,4,3,4,5,5,4,4,3,13,21.0,neutral or dissatisfied
58318,58365,Male,Loyal Customer,39,Business travel,Business,599,5,5,5,5,3,4,4,2,2,2,2,4,2,3,59,61.0,satisfied
65284,112545,Male,Loyal Customer,35,Business travel,Eco Plus,846,1,3,2,2,1,1,1,1,4,4,4,2,4,1,25,21.0,neutral or dissatisfied
98848,15009,Male,disloyal Customer,43,Business travel,Eco,557,3,4,3,4,3,3,5,3,3,4,4,1,5,3,0,0.0,neutral or dissatisfied
79619,6715,Male,Loyal Customer,41,Personal Travel,Eco,438,1,2,4,3,2,4,2,2,3,5,4,2,4,2,0,0.0,neutral or dissatisfied
81833,102144,Female,Loyal Customer,42,Business travel,Business,2151,3,3,3,3,4,4,4,5,5,5,5,3,5,3,17,13.0,satisfied
85732,90241,Female,Loyal Customer,46,Business travel,Eco,1121,2,3,3,3,3,4,3,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied
35707,27645,Female,Loyal Customer,11,Personal Travel,Eco Plus,1050,3,4,3,2,3,3,3,3,5,2,4,5,4,3,0,0.0,neutral or dissatisfied
41204,46116,Female,Loyal Customer,51,Business travel,Business,3160,2,2,2,2,4,4,5,4,4,4,4,4,4,3,11,0.0,satisfied
20320,57062,Female,Loyal Customer,8,Personal Travel,Eco,2133,3,5,3,1,2,3,3,2,4,3,4,3,5,2,2,28.0,neutral or dissatisfied
51424,121464,Male,Loyal Customer,37,Personal Travel,Eco,290,3,5,3,2,4,3,4,4,5,2,5,4,4,4,9,6.0,neutral or dissatisfied
18863,12852,Female,Loyal Customer,33,Personal Travel,Eco,641,4,4,4,4,4,4,4,4,3,3,4,4,4,4,0,0.0,neutral or dissatisfied
93697,4269,Male,Loyal Customer,26,Business travel,Business,2638,2,4,4,4,2,2,2,2,1,5,3,1,3,2,0,0.0,neutral or dissatisfied
23150,116982,Female,Loyal Customer,57,Business travel,Business,2347,2,2,2,2,5,5,4,5,5,5,5,3,5,5,11,3.0,satisfied
25461,27882,Female,Loyal Customer,68,Personal Travel,Eco Plus,1448,3,2,3,3,5,4,4,2,2,3,2,3,2,1,0,0.0,neutral or dissatisfied
1003,31364,Female,disloyal Customer,56,Personal Travel,Eco,589,1,5,1,3,3,1,4,3,4,1,1,5,4,3,7,12.0,neutral or dissatisfied
20840,57240,Female,Loyal Customer,68,Personal Travel,Business,804,4,2,4,3,1,3,3,4,4,4,4,1,4,4,0,0.0,satisfied
33512,99490,Female,Loyal Customer,50,Personal Travel,Eco,307,2,4,2,4,2,4,4,3,3,2,1,5,3,4,1,0.0,neutral or dissatisfied
89572,33773,Male,Loyal Customer,64,Personal Travel,Eco,1990,2,1,2,3,3,2,3,3,2,2,3,3,3,3,38,5.0,neutral or dissatisfied
70466,48710,Female,Loyal Customer,41,Business travel,Business,1791,0,4,0,1,2,4,5,3,3,3,3,5,3,3,0,0.0,satisfied
89773,78351,Female,Loyal Customer,8,Personal Travel,Eco,1547,3,4,3,2,5,3,5,5,4,4,3,3,4,5,0,0.0,neutral or dissatisfied
9788,108062,Male,Loyal Customer,45,Business travel,Business,1166,1,1,1,1,5,5,5,4,4,4,4,4,4,5,0,2.0,satisfied
43037,3299,Male,Loyal Customer,30,Personal Travel,Eco,479,2,4,2,5,2,2,2,2,5,3,1,2,2,2,0,0.0,neutral or dissatisfied
11860,64042,Male,Loyal Customer,55,Business travel,Business,3569,3,3,3,3,5,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
52853,111084,Male,Loyal Customer,28,Personal Travel,Eco,319,3,4,3,4,1,3,1,1,4,5,5,3,4,1,0,1.0,neutral or dissatisfied
36183,109404,Female,Loyal Customer,45,Personal Travel,Eco Plus,1237,1,4,1,2,5,4,4,5,5,1,1,3,5,4,0,0.0,neutral or dissatisfied
55998,25880,Male,Loyal Customer,35,Business travel,Eco,907,3,3,3,3,3,3,3,3,5,4,5,5,5,3,98,79.0,satisfied
11525,30617,Male,disloyal Customer,38,Business travel,Eco,524,4,5,4,2,4,4,4,4,4,3,4,1,2,4,3,0.0,neutral or dissatisfied
28423,104763,Female,Loyal Customer,20,Personal Travel,Eco,1342,4,5,4,3,5,4,5,5,3,3,5,4,4,5,7,0.0,satisfied
79865,40172,Female,disloyal Customer,29,Business travel,Eco,387,3,5,3,3,3,3,3,3,2,2,2,2,4,3,0,0.0,neutral or dissatisfied
40496,13508,Female,Loyal Customer,46,Business travel,Eco,227,3,3,3,3,5,5,2,3,3,3,3,5,3,2,0,14.0,satisfied
24543,5016,Male,Loyal Customer,58,Personal Travel,Eco Plus,502,1,5,2,2,2,2,2,2,3,5,4,5,4,2,0,0.0,neutral or dissatisfied
54273,55081,Female,disloyal Customer,42,Business travel,Business,1635,3,3,3,4,3,3,3,3,5,5,4,3,4,3,0,0.0,neutral or dissatisfied
69972,82949,Male,Loyal Customer,54,Business travel,Business,1539,1,5,5,5,4,3,3,1,1,2,1,1,1,2,0,0.0,neutral or dissatisfied
31944,28523,Female,disloyal Customer,40,Business travel,Business,2688,3,3,3,3,1,3,1,1,3,3,3,2,4,1,0,0.0,neutral or dissatisfied
69529,93860,Male,Loyal Customer,39,Business travel,Business,588,2,2,2,2,5,4,4,5,5,5,5,3,5,4,0,0.0,satisfied
101111,92709,Female,disloyal Customer,19,Business travel,Eco,818,4,4,4,2,5,4,5,5,4,4,3,4,5,5,0,8.0,neutral or dissatisfied
97166,25830,Female,Loyal Customer,30,Business travel,Business,484,2,2,2,2,4,4,4,4,4,2,4,1,2,4,1,0.0,satisfied
28874,103841,Female,Loyal Customer,22,Business travel,Business,3081,2,3,3,3,2,2,2,2,1,5,4,3,3,2,129,122.0,neutral or dissatisfied
70071,39391,Female,Loyal Customer,22,Business travel,Business,521,3,3,3,3,5,5,5,5,3,4,2,3,1,5,0,0.0,satisfied
3812,34060,Female,Loyal Customer,43,Business travel,Business,1674,2,2,2,2,2,4,2,5,5,5,5,4,5,2,0,0.0,satisfied
30636,112471,Male,Loyal Customer,63,Business travel,Business,557,3,2,2,2,1,3,4,3,3,3,3,1,3,1,66,70.0,neutral or dissatisfied
39318,10941,Female,Loyal Customer,57,Business travel,Business,3612,1,1,1,1,3,3,2,1,1,1,1,1,1,2,5,3.0,neutral or dissatisfied
15773,39576,Male,disloyal Customer,30,Business travel,Eco,679,3,3,3,2,3,3,3,3,5,3,5,3,4,3,0,3.0,neutral or dissatisfied
11146,4340,Female,Loyal Customer,33,Business travel,Business,1532,3,4,4,4,4,4,3,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
43617,14379,Male,Loyal Customer,58,Business travel,Eco,900,4,4,4,4,5,4,5,5,1,3,3,4,2,5,0,0.0,satisfied
48733,52729,Male,Loyal Customer,29,Personal Travel,Eco,406,2,4,5,1,5,5,4,5,3,2,5,5,5,5,0,2.0,neutral or dissatisfied
12780,22771,Female,Loyal Customer,36,Business travel,Business,2831,1,1,1,1,2,5,2,4,4,4,4,3,4,1,8,0.0,satisfied
65915,23432,Male,Loyal Customer,37,Personal Travel,Business,576,3,5,3,1,2,4,4,5,5,3,1,5,5,4,45,44.0,neutral or dissatisfied
7769,15957,Male,Loyal Customer,60,Personal Travel,Eco,738,2,5,2,1,5,2,5,5,4,5,5,5,5,5,77,64.0,neutral or dissatisfied
16047,56531,Male,Loyal Customer,38,Business travel,Business,3976,1,1,1,1,5,4,4,4,4,4,4,3,4,4,9,0.0,satisfied
84525,54076,Male,Loyal Customer,51,Business travel,Eco,1416,5,4,3,4,5,5,5,5,5,5,4,2,1,5,0,0.0,satisfied
15671,37012,Male,Loyal Customer,24,Personal Travel,Eco,805,3,4,3,3,2,3,2,2,1,5,3,3,3,2,125,129.0,neutral or dissatisfied
102601,95576,Male,Loyal Customer,57,Business travel,Business,2050,4,4,4,4,3,5,5,5,5,5,5,3,5,3,0,0.0,satisfied
22576,42253,Male,Loyal Customer,33,Business travel,Business,1776,2,2,2,2,4,4,4,4,1,3,3,1,4,4,0,0.0,satisfied
102313,42177,Female,Loyal Customer,31,Business travel,Business,3492,3,3,3,3,3,3,3,3,3,4,5,2,2,3,0,0.0,satisfied
99842,107879,Female,Loyal Customer,56,Personal Travel,Eco,228,3,4,3,1,5,5,4,3,3,3,3,5,3,4,0,0.0,neutral or dissatisfied
59061,115341,Male,disloyal Customer,25,Business travel,Business,358,4,0,4,4,4,4,4,4,3,5,4,4,4,4,16,15.0,satisfied
71944,109339,Female,disloyal Customer,17,Business travel,Eco,1072,5,5,5,4,4,5,4,4,3,4,5,3,4,4,0,0.0,satisfied
25178,85384,Female,Loyal Customer,43,Personal Travel,Business,332,2,4,3,2,4,5,5,5,5,3,3,4,5,5,3,0.0,neutral or dissatisfied
32513,103634,Male,Loyal Customer,45,Business travel,Business,1587,1,1,1,1,3,4,5,4,4,4,4,5,4,3,12,8.0,satisfied
93339,15451,Female,Loyal Customer,57,Business travel,Eco,433,4,5,5,5,3,5,3,4,4,4,4,4,4,3,77,98.0,satisfied
85062,34735,Male,disloyal Customer,37,Business travel,Eco,264,2,3,2,3,4,2,4,4,1,3,3,3,3,4,0,0.0,neutral or dissatisfied
29629,50737,Male,Loyal Customer,37,Personal Travel,Eco,109,4,0,4,2,1,4,1,1,3,5,4,3,4,1,13,14.0,neutral or dissatisfied
4032,69446,Female,Loyal Customer,56,Personal Travel,Eco,1096,2,4,2,4,1,2,1,2,2,2,4,5,2,2,0,0.0,neutral or dissatisfied
80353,21271,Male,Loyal Customer,41,Business travel,Eco,620,4,1,1,1,4,4,4,4,5,4,3,2,3,4,0,0.0,satisfied
10459,90122,Female,disloyal Customer,39,Business travel,Business,1084,1,2,2,4,3,2,3,3,1,2,4,1,3,3,33,30.0,neutral or dissatisfied
72148,48632,Male,disloyal Customer,38,Business travel,Business,308,3,2,2,4,1,2,1,1,4,3,4,1,3,1,0,0.0,neutral or dissatisfied
34309,113515,Male,disloyal Customer,26,Business travel,Eco,397,1,1,1,3,5,1,3,5,2,3,2,2,2,5,30,23.0,neutral or dissatisfied
68220,107414,Male,Loyal Customer,64,Business travel,Eco,725,3,3,3,3,3,3,3,3,2,2,3,3,3,3,9,37.0,neutral or dissatisfied
95292,63322,Male,Loyal Customer,75,Business travel,Business,3122,3,1,5,1,2,3,4,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
46279,7590,Male,Loyal Customer,53,Personal Travel,Eco,594,3,3,3,3,3,3,1,3,1,5,3,1,5,3,0,0.0,neutral or dissatisfied
56470,102954,Male,Loyal Customer,52,Personal Travel,Eco,719,2,5,2,5,1,2,2,1,3,3,5,4,5,1,0,0.0,neutral or dissatisfied
71550,38208,Female,disloyal Customer,46,Business travel,Eco Plus,1220,4,4,4,4,3,4,3,3,3,1,4,5,2,3,0,0.0,neutral or dissatisfied
99206,49332,Female,disloyal Customer,30,Business travel,Eco,250,1,0,1,1,3,1,3,3,1,2,2,1,4,3,0,0.0,neutral or dissatisfied
34416,86877,Male,disloyal Customer,28,Business travel,Eco Plus,692,4,5,5,3,1,5,1,1,1,1,4,3,4,1,0,0.0,neutral or dissatisfied
15252,33691,Female,Loyal Customer,42,Business travel,Eco,814,5,1,1,1,2,1,5,5,5,5,5,2,5,2,6,0.0,satisfied
84849,82095,Male,Loyal Customer,51,Business travel,Business,1786,3,3,3,3,1,4,5,4,4,4,4,1,4,3,0,0.0,satisfied
98056,33408,Male,disloyal Customer,26,Business travel,Eco,1351,4,4,4,1,1,4,1,1,1,4,5,5,3,1,0,3.0,neutral or dissatisfied
14138,50025,Female,disloyal Customer,57,Business travel,Eco,158,2,3,2,3,1,2,1,1,4,1,3,1,3,1,0,3.0,neutral or dissatisfied
92133,96460,Female,Loyal Customer,50,Business travel,Business,302,3,3,1,3,3,5,5,4,4,4,4,4,4,5,6,4.0,satisfied
59298,105003,Male,Loyal Customer,40,Business travel,Business,3099,2,2,2,2,4,4,4,4,4,4,4,4,4,5,0,0.0,satisfied
102346,127787,Female,Loyal Customer,60,Personal Travel,Eco,1037,2,5,2,3,2,4,4,3,3,2,4,4,3,5,0,0.0,neutral or dissatisfied
70077,107077,Female,Loyal Customer,22,Personal Travel,Eco,395,2,5,2,5,4,2,4,4,3,4,5,4,5,4,9,12.0,neutral or dissatisfied
53939,36557,Male,Loyal Customer,26,Business travel,Business,1197,4,4,4,4,4,4,4,4,2,3,4,2,1,4,0,0.0,satisfied
76676,108823,Male,Loyal Customer,65,Personal Travel,Business,1199,3,5,3,4,2,2,2,4,4,3,4,3,4,1,29,32.0,neutral or dissatisfied
39263,6621,Male,Loyal Customer,32,Business travel,Business,3803,3,2,2,2,3,2,3,3,1,5,2,4,2,3,25,20.0,neutral or dissatisfied
36516,34126,Female,Loyal Customer,36,Business travel,Business,1189,1,1,1,1,4,3,3,4,4,4,4,2,4,4,0,0.0,satisfied
41261,7437,Female,Loyal Customer,46,Personal Travel,Eco,522,4,4,4,4,3,5,4,2,2,4,2,5,2,3,92,97.0,neutral or dissatisfied
38568,122208,Female,Loyal Customer,38,Business travel,Business,3997,4,4,4,4,2,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
101103,13809,Female,disloyal Customer,25,Business travel,Eco,617,3,0,3,2,1,3,1,1,3,3,5,2,2,1,16,7.0,neutral or dissatisfied
27007,34491,Male,disloyal Customer,28,Business travel,Eco,700,1,1,1,2,4,1,4,4,2,2,3,3,5,4,95,90.0,neutral or dissatisfied
85726,90276,Female,Loyal Customer,26,Business travel,Business,879,2,5,5,5,2,2,2,2,4,2,3,1,3,2,26,16.0,neutral or dissatisfied
11437,126078,Male,Loyal Customer,39,Business travel,Business,507,2,1,1,1,3,3,3,2,2,2,2,4,2,2,25,22.0,neutral or dissatisfied
14565,59812,Male,disloyal Customer,31,Business travel,Business,937,1,1,1,3,5,1,5,5,1,3,4,1,3,5,0,0.0,neutral or dissatisfied
39175,34803,Female,Loyal Customer,35,Personal Travel,Eco,301,1,1,1,4,2,1,3,2,3,3,4,4,3,2,0,0.0,neutral or dissatisfied
27857,3532,Female,Loyal Customer,38,Business travel,Business,3059,0,4,0,1,1,4,4,3,3,2,2,1,3,1,0,2.0,satisfied
13832,4348,Female,Loyal Customer,31,Business travel,Business,2537,1,1,5,1,4,5,4,4,3,2,4,3,5,4,0,0.0,satisfied
47136,63064,Female,Loyal Customer,39,Personal Travel,Eco,967,2,5,2,5,1,2,1,1,5,3,4,3,5,1,0,6.0,neutral or dissatisfied
76205,120850,Female,Loyal Customer,13,Personal Travel,Business,861,4,3,4,4,5,4,1,5,2,3,2,4,2,5,0,0.0,neutral or dissatisfied
81278,42470,Male,disloyal Customer,40,Business travel,Eco,429,4,4,4,3,1,4,1,1,5,2,5,2,5,1,0,0.0,neutral or dissatisfied
89521,45814,Male,Loyal Customer,43,Business travel,Eco,411,3,1,1,1,3,3,3,3,3,3,3,1,4,3,0,0.0,neutral or dissatisfied
29437,121693,Female,Loyal Customer,48,Business travel,Eco Plus,511,1,1,1,1,2,4,3,1,1,1,1,2,1,3,0,0.0,neutral or dissatisfied
20743,9901,Male,Loyal Customer,42,Business travel,Business,2979,2,2,2,2,2,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
99007,102498,Male,Loyal Customer,41,Personal Travel,Eco,258,3,1,3,4,3,3,3,3,4,1,4,1,3,3,22,8.0,neutral or dissatisfied
64466,1575,Male,Loyal Customer,39,Business travel,Business,3704,4,3,3,3,5,4,4,2,2,2,4,2,2,1,19,12.0,neutral or dissatisfied
72266,109698,Female,disloyal Customer,15,Business travel,Eco,930,4,4,4,4,2,4,2,2,2,2,4,4,1,2,0,0.0,satisfied
57081,98382,Female,Loyal Customer,37,Personal Travel,Business,1131,2,2,2,3,4,4,3,3,3,2,3,2,3,1,0,0.0,neutral or dissatisfied
47132,42036,Female,Loyal Customer,37,Business travel,Eco,106,5,2,2,2,5,5,5,5,3,3,2,3,3,5,30,28.0,satisfied
66926,101812,Male,Loyal Customer,42,Business travel,Eco,1521,2,1,1,1,2,2,2,2,1,1,3,1,3,2,0,0.0,neutral or dissatisfied
19518,128253,Male,Loyal Customer,40,Business travel,Business,2250,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,4.0,satisfied
48564,51311,Female,Loyal Customer,52,Business travel,Eco Plus,363,2,2,2,2,5,3,4,2,2,2,2,2,2,2,0,0.0,neutral or dissatisfied
102841,19420,Female,Loyal Customer,11,Business travel,Eco,645,3,5,5,5,3,3,2,3,1,2,3,2,4,3,13,4.0,neutral or dissatisfied
55721,104496,Male,Loyal Customer,40,Personal Travel,Eco,860,5,1,5,3,3,5,3,3,4,3,3,1,3,3,0,0.0,satisfied
24174,1900,Male,disloyal Customer,39,Business travel,Business,190,2,2,2,3,1,2,1,1,5,3,4,5,4,1,0,0.0,neutral or dissatisfied
68619,118139,Male,disloyal Customer,28,Business travel,Business,1444,2,2,2,3,3,2,3,3,4,2,3,1,4,3,0,0.0,neutral or dissatisfied
101328,22783,Female,disloyal Customer,24,Business travel,Eco,147,3,4,3,2,4,3,4,4,2,2,1,3,3,4,0,0.0,neutral or dissatisfied
97962,69272,Female,Loyal Customer,20,Personal Travel,Eco,733,2,3,2,4,2,2,2,2,2,4,3,4,4,2,0,0.0,neutral or dissatisfied
84696,71216,Female,Loyal Customer,41,Business travel,Business,733,1,1,4,1,2,4,4,5,5,5,5,5,5,5,85,90.0,satisfied
48639,102445,Male,Loyal Customer,32,Personal Travel,Eco,223,3,5,3,2,2,3,5,2,4,5,5,4,4,2,0,0.0,neutral or dissatisfied
87347,38929,Male,Loyal Customer,25,Personal Travel,Eco,298,2,5,2,3,1,2,5,1,3,5,4,5,4,1,0,0.0,neutral or dissatisfied
76565,424,Female,Loyal Customer,51,Business travel,Business,3873,4,1,4,4,4,5,4,4,4,4,4,4,4,3,2,0.0,satisfied
68039,624,Female,Loyal Customer,39,Business travel,Business,1766,2,2,2,2,2,4,4,4,4,4,4,5,4,3,0,0.0,satisfied
12562,10888,Male,Loyal Customer,33,Business travel,Business,308,1,5,5,5,1,1,1,1,2,3,4,3,4,1,0,0.0,neutral or dissatisfied
49831,116541,Male,Loyal Customer,18,Personal Travel,Eco,337,4,4,4,4,5,4,5,5,5,5,5,4,4,5,0,0.0,neutral or dissatisfied
45884,58100,Female,Loyal Customer,42,Personal Travel,Eco,589,4,5,3,4,3,4,5,4,4,3,4,3,4,5,0,0.0,neutral or dissatisfied
93973,47438,Female,disloyal Customer,27,Business travel,Eco,188,3,5,2,3,3,2,3,3,5,2,1,2,4,3,0,0.0,neutral or dissatisfied
56426,73955,Male,Loyal Customer,70,Personal Travel,Eco,2267,4,5,4,2,3,4,3,3,3,3,5,4,4,3,0,4.0,satisfied
3229,123846,Male,Loyal Customer,38,Business travel,Business,603,4,1,1,1,4,3,3,4,4,4,4,3,4,3,40,25.0,neutral or dissatisfied
18111,91503,Female,disloyal Customer,21,Business travel,Eco,1216,4,4,4,3,4,4,4,4,5,2,3,4,4,4,0,0.0,neutral or dissatisfied
52477,114402,Female,disloyal Customer,36,Business travel,Business,308,3,3,3,5,1,3,1,1,3,3,4,5,4,1,0,0.0,neutral or dissatisfied
74414,8119,Female,disloyal Customer,44,Business travel,Business,402,4,4,4,1,1,4,1,1,5,2,5,4,4,1,0,0.0,satisfied
102707,91450,Female,Loyal Customer,42,Business travel,Business,859,4,4,4,4,2,4,4,2,2,2,2,5,2,4,0,0.0,satisfied
24717,91594,Female,Loyal Customer,63,Personal Travel,Business,1312,2,4,2,1,3,4,4,4,4,2,4,3,4,4,5,0.0,neutral or dissatisfied
39867,67672,Female,Loyal Customer,46,Business travel,Business,1464,2,2,2,2,4,4,5,3,3,3,3,4,3,5,0,0.0,satisfied
56440,68793,Male,Loyal Customer,20,Business travel,Business,1021,2,1,1,1,2,2,2,2,3,5,3,2,3,2,0,0.0,neutral or dissatisfied
1092,37035,Female,Loyal Customer,15,Business travel,Business,3746,2,2,2,2,4,4,4,4,1,5,3,4,1,4,0,0.0,satisfied
39294,30442,Male,disloyal Customer,19,Business travel,Business,991,4,2,4,4,5,4,3,5,4,3,5,4,4,5,91,105.0,satisfied
49932,85548,Male,Loyal Customer,58,Business travel,Business,2314,0,1,1,2,2,5,4,1,1,1,1,3,1,5,0,0.0,satisfied
32478,45945,Male,Loyal Customer,34,Personal Travel,Eco,563,3,5,3,3,2,3,4,2,5,3,5,4,5,2,23,8.0,neutral or dissatisfied
87944,64645,Male,Loyal Customer,59,Business travel,Business,2813,0,0,0,4,3,5,4,5,5,5,5,3,5,5,5,15.0,satisfied
15121,14448,Female,disloyal Customer,44,Business travel,Eco,674,4,4,4,2,4,4,4,4,5,3,5,1,1,4,0,0.0,neutral or dissatisfied
71488,35950,Female,disloyal Customer,24,Business travel,Eco,231,2,5,2,2,4,2,4,4,1,4,5,4,4,4,0,0.0,neutral or dissatisfied
34496,68394,Male,Loyal Customer,51,Business travel,Business,1045,4,4,4,4,3,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
64872,32177,Female,Loyal Customer,45,Business travel,Eco,201,5,5,3,5,2,5,1,5,5,5,5,5,5,5,0,3.0,satisfied
3410,18017,Female,Loyal Customer,61,Personal Travel,Eco,332,1,5,1,4,5,4,5,2,2,1,2,4,2,5,0,0.0,neutral or dissatisfied
96894,15368,Female,Loyal Customer,52,Business travel,Business,399,1,1,5,1,3,1,2,2,2,2,2,2,2,2,0,0.0,satisfied
90915,67688,Female,Loyal Customer,22,Business travel,Business,3834,1,2,2,2,1,1,1,1,3,2,2,3,3,1,4,11.0,neutral or dissatisfied
60406,29671,Female,Loyal Customer,30,Personal Travel,Eco,1448,3,4,4,3,4,4,4,4,3,4,3,2,4,4,0,4.0,neutral or dissatisfied
38444,8820,Female,Loyal Customer,20,Personal Travel,Eco,522,2,4,2,3,2,3,3,4,3,5,4,3,3,3,454,458.0,neutral or dissatisfied
